time,TRGW_0_13_10,TRGW_0_15_16,TRGW_0_21_10,TRGW_0_22_15,TRGW_0_24_4,TRGW_0_26_6,TRGW_0_29_15,TRGW_0_2_15,TRGW_0_2_9,TRGW_0_33_7,TRGW_0_34_10,TRGW_0_3_8,TRGW_0_9_1
1.0,0.006175040000002241,0.005392249999999876,0.006149929999999415,-0.0861506700000021,0.006292680000001383,0.006171930000000714,-0.10910355000000038,-0.07510742000000192,0.00633755000000491,0.006054739999996173,0.006065519999999935,0.006358309999995981,0.006500429999995561
32.0,0.0055753600000016945,0.005055249999998068,0.005437270000001604,-0.1009159200000056,0.0055453099999951405,0.005035919999997418,-0.12149322999999868,-0.08652554999999751,0.0063958599999978105,0.005521649999998601,0.005567990000002965,0.006369889999994882,0.006473079999999243
61.0,0.0065870799999956375,0.00599330000000009,0.006465560000002313,-0.11144585999999634,0.006122489999995651,0.006130689999999106,-0.1311483200000012,-0.09714602000000383,0.006841590000000508,0.006717309999999088,0.007131379999997023,0.006780700000000195,0.006541970000000674
92.0,0.0077077500000015675,0.006896050000001708,0.007662899999999695,-0.11663197000000025,0.007127960000005373,0.007414560000000847,-0.13603112999999922,-0.10408689999999865,0.007426119999998093,0.007863049999997429,0.008278029999999603,0.007358029999998905,0.006797300000002338
122.0,0.008452290000001028,0.007389150000001621,0.008505370000001733,-0.11406448999999697,0.008060780000000989,0.00843014000000153,-0.13396549999999507,-0.10425731000000127,0.007845540000005258,0.008529730000006452,0.008783349999994527,0.007801589999999692,0.007174129999995671
153.0,0.008596869999998091,0.00732761000000437,0.008739430000005655,-0.10414404000000133,0.00860587000000379,0.008898569999999495,-0.12525085000000047,-0.09735289000000336,0.007956679999999494,0.008518520000002638,0.008504090000002407,0.007963629999999,0.00756563999999571
183.0,0.008118410000001575,0.006749169999999083,0.008302130000004126,-0.09007083999999566,0.008590580000003456,0.008667260000002841,-0.11278305000000444,-0.08545929000000285,0.007709359999999776,0.007857180000002018,0.007578620000003866,0.007777740000001643,0.007799419999997781
214.0,0.007134349999994072,0.005804519999998092,0.007302620000004367,-0.07493379999999661,0.007990020000001152,0.0077841499999991015,-0.09931029999999907,-0.07111083999999579,0.0071466700000044625,0.006711680000002218,0.006230229999999892,0.007269270000001882,0.007804999999997619
245.0,0.006012730000001909,0.00484796999999304,0.00611908999999855,-0.06301736000000346,0.007051579999995283,0.006607699999996441,-0.08874726999999893,-0.05847447000000017,0.006455629999997825,0.00549505000000039,0.004990030000001866,0.006605720000003146,0.007559260000000734
275.0,0.005193250000004923,0.004272990000004029,0.005222140000000763,-0.05686666999999801,0.006156509999996729,0.005623769999999695,-0.08342352999999747,-0.050782059999995965,0.005894539999999893,0.004732410000002574,0.004319389999999146,0.006036849999993876,0.007167709999997385
306.0,0.0045870400000040945,0.003959290000004501,0.004529879999999764,-0.058522209999999575,0.005292640000000404,0.004718220000000883,-0.08485678999999635,-0.049971220000003314,0.005506789999998318,0.004291629999997326,0.004056759999997439,0.0056087299999987295,0.006671259999997403
336.0,0.004399549999995145,0.004020730000000583,0.004250809999994942,-0.06763500000000278,0.0047045499999995855,0.004164670000001536,-0.09279860000000184,-0.05623073000000289,0.005418179999999495,0.004275899999996113,0.004270049999995251,0.005466660000003287,0.006268219999995495
367.0,0.004713710000004312,0.004466989999997395,0.004506919999997194,-0.08217908999999679,0.004561850000001755,0.004187500000000455,-0.1055370300000007,-0.06819314999999904,0.005601050000002772,0.004737069999997345,0.004979099999999903,0.005586629999996262,0.005958280000001537
398.0,0.005437700000001655,0.005153150000005269,0.005226959999994563,-0.09769765000000064,0.004910940000002029,0.004762069999998175,-0.11916425999999802,-0.08209111000000036,0.006020079999998984,0.00558285999999697,0.006003010000000586,0.0059558799999948064,0.005860590000004606
426.0,0.006293890000002023,0.005828900000004467,0.006120019999997339,-0.10872667999999663,0.005583700000002523,0.005665910000004715,-0.12884452000000124,-0.09287502999999475,0.006498639999996669,0.00650734999999969,0.006984309999999994,0.006411710000001847,0.005955650000004198
457.0,0.0071855500000026495,0.006432429999996714,0.007109640000003026,-0.11379319999999638,0.0065181900000013115,0.006790299999998695,-0.1333224000000044,-0.09919200000000217,0.0069786299999989865,0.007356800000003716,0.007761930000000916,0.006901849999998433,0.006239499999999509
487.0,0.007739840000006382,0.00670465999999692,0.007769240000001787,-0.11053240999999758,0.007326129999995601,0.007678460000001053,-0.1304834000000028,-0.09820120000000543,0.007250179999999773,0.007799900000001969,0.008020460000004448,0.007208149999996749,0.0065789900000012835
518.0,0.007832219999997392,0.006582549999997411,0.007969610000003513,-0.09972197000000449,0.007855079999998793,0.008131650000002821,-0.12098956999999899,-0.09013929000000331,0.007265359999998111,0.007701840000002846,0.007657019999996351,0.007282060000001422,0.006935849999997856
548.0,0.007456550000000561,0.006135570000004975,0.007635270000001526,-0.08501234999999951,0.00791328999999763,0.008025820000000294,-0.10811483999999894,-0.07772906999999663,0.007022960000000467,0.007156489999999849,0.006880550000005314,0.0070983399999988706,0.007157900000002826
579.0,0.0066590399999952865,0.005414240000000348,0.006832190000004346,-0.07013008999999926,0.007450099999999793,0.007316349999996419,-0.09509402000000478,-0.0640032299999973,0.0065517800000023385,0.006218730000000505,0.005794569999999055,0.006668449999999382,0.007167750000000694
610.0,0.0057255599999948,0.004680090000000803,0.005836410000000569,-0.05983664999999405,0.006647129999997503,0.006280679999996153,-0.08612706999999631,-0.05331078000000389,0.006021410000002447,0.005247439999997994,0.004795890000004022,0.0061540700000009,0.0069852099999963
640.0,0.004927059999999983,0.004161129999999957,0.004947919999999328,-0.05708944999999943,0.005739350000006027,0.005224319999996396,-0.08368966999999827,-0.04887734000000421,0.005590049999995017,0.004559690000000671,0.004216470000002914,0.00570301999999856,0.00665508000000159
671.0,0.004494160000000136,0.00400892999999769,0.004417039999999872,-0.062449040000004175,0.005006510000001185,0.00446463000000108,-0.08832052000000346,-0.05178671000000179,0.005379149999996002,0.004304750000002855,0.00417308000000105,0.005451470000004122,0.006305749999995669
701.0,0.004498949999998558,0.004212909999999681,0.004335389999994277,-0.07445924000000304,0.004583560000000375,0.00412429000000003,-0.09883769999999714,-0.06116873999999939,0.00541422999999952,0.004468680000002223,0.00457413000000173,0.005424199999993107,0.005952419999999847
732.0,0.0050373400000012225,0.004795250000000806,0.004834770000002209,-0.08999818000000204,0.004678609999999139,0.004431750000001955,-0.11245454000000166,-0.07467950000000201,0.00574516000000358,0.005152970000004586,0.005487379999998154,0.005698569999999847,0.005786929999999302
